Grid Size,63
NULL,NodeType,GridX,GridY,Length,Width,Height,PosX,PosY,PosZ
0,1,11,22,2.2222250000000088,2.222225999999992,0,-35.0678695,-44.769166999999996,0
0,1,12,22,2.2222250000000088,2.2222250000000017,0,-35.0678695,-42.5469415,0
0,1,12,21,2.2222209999999905,2.2222250000000017,0,-37.2900925,-42.5469415,0
0,0,11,22,2.2222250000000088,2.222225999999992,0,-35.0678695,-44.769166999999996,0
0,1,12,21,2.2222209999999905,2.2222250000000017,0,-37.2900925,-42.5469415,0
0,1,11,21,2.2222209999999905,2.222225999999992,0,-37.2900925,-44.769166999999996,0
0,1,10,21,2.2222209999999905,2.2222210000000118,0,-37.2900925,-46.991390499999994,0
0,1,10,22,2.2222250000000088,2.2222210000000118,0,-35.0678695,-46.991390499999994,0
0,1,10,23,2.222223999999997,2.2222210000000118,0,-32.845645,-46.991390499999994,0
0,1,11,23,2.222223999999997,2.222225999999992,0,-32.845645,-44.769166999999996,0
0,1,12,23,2.222223999999997,2.2222250000000017,0,-32.845645,-42.5469415,0
0,1,12,22,2.2222250000000088,2.2222250000000017,0,-35.0678695,-42.5469415,0
0,0,11,23,2.222223999999997,2.222225999999992,0,-32.845645,-44.769166999999996,0
0,1,12,22,2.2222250000000088,2.2222250000000017,0,-35.0678695,-42.5469415,0
0,1,11,22,2.2222250000000088,2.222225999999992,0,-35.0678695,-44.769166999999996,0
0,1,10,22,2.2222250000000088,2.2222210000000118,0,-35.0678695,-46.991390499999994,0
0,1,10,23,2.222223999999997,2.2222210000000118,0,-32.845645,-46.991390499999994,0
0,1,10,24,2.2222229999999996,2.2222210000000118,0,-30.6234215,-46.991390499999994,0
0,1,11,24,2.2222229999999996,2.222225999999992,0,-30.6234215,-44.769166999999996,0
0,1,12,24,2.2222229999999996,2.2222250000000017,0,-30.6234215,-42.5469415,0
0,1,12,23,2.222223999999997,2.2222250000000017,0,-32.845645,-42.5469415,0
0,0,11,24,2.2222229999999996,2.222225999999992,0,-30.6234215,-44.769166999999996,0
0,1,12,23,2.222223999999997,2.2222250000000017,0,-32.845645,-42.5469415,0
0,1,11,23,2.222223999999997,2.222225999999992,0,-32.845645,-44.769166999999996,0
0,1,10,23,2.222223999999997,2.2222210000000118,0,-32.845645,-46.991390499999994,0
0,1,10,24,2.2222229999999996,2.2222210000000118,0,-30.6234215,-46.991390499999994,0
0,1,10,25,2.222221000000001,2.2222210000000118,0,-28.401199499999997,-46.991390499999994,0
0,1,11,25,2.222221000000001,2.222225999999992,0,-28.401199499999997,-44.769166999999996,0
0,1,12,25,2.222221000000001,2.2222250000000017,0,-28.401199499999997,-42.5469415,0
0,1,12,24,2.2222229999999996,2.2222250000000017,0,-30.6234215,-42.5469415,0
0,0,11,25,2.222221000000001,2.222225999999992,0,-28.401199499999997,-44.769166999999996,0
0,1,12,24,2.2222229999999996,2.2222250000000017,0,-30.6234215,-42.5469415,0
0,1,11,24,2.2222229999999996,2.222225999999992,0,-30.6234215,-44.769166999999996,0
0,1,10,24,2.2222229999999996,2.2222210000000118,0,-30.6234215,-46.991390499999994,0
0,1,10,25,2.222221000000001,2.2222210000000118,0,-28.401199499999997,-46.991390499999994,0
0,1,10,26,2.222221999999995,2.2222210000000118,0,-26.178978,-46.991390499999994,0
0,1,11,26,2.222221999999995,2.222225999999992,0,-26.178978,-44.769166999999996,0
0,1,12,26,2.222221999999995,2.2222250000000017,0,-26.178978,-42.5469415,0
0,1,12,25,2.222221000000001,2.2222250000000017,0,-28.401199499999997,-42.5469415,0
0,0,11,26,2.222221999999995,2.222225999999992,0,-26.178978,-44.769166999999996,0
0,1,12,25,2.222221000000001,2.2222250000000017,0,-28.401199499999997,-42.5469415,0
0,1,11,25,2.222221000000001,2.222225999999992,0,-28.401199499999997,-44.769166999999996,0
0,1,10,25,2.222221000000001,2.2222210000000118,0,-28.401199499999997,-46.991390499999994,0
0,1,10,26,2.222221999999995,2.2222210000000118,0,-26.178978,-46.991390499999994,0
0,1,10,27,2.2222230000000067,2.2222210000000118,0,-23.9567555,-46.991390499999994,0
0,1,11,27,2.2222230000000067,2.222225999999992,0,-23.9567555,-44.769166999999996,0
0,1,12,27,2.2222230000000067,2.2222250000000017,0,-23.9567555,-42.5469415,0
0,1,12,26,2.222221999999995,2.2222250000000017,0,-26.178978,-42.5469415,0
0,0,11,27,2.2222230000000067,2.222225999999992,0,-23.9567555,-44.769166999999996,0
0,1,12,26,2.222221999999995,2.2222250000000017,0,-26.178978,-42.5469415,0
0,1,11,26,2.222221999999995,2.222225999999992,0,-26.178978,-44.769166999999996,0
0,1,10,26,2.222221999999995,2.2222210000000118,0,-26.178978,-46.991390499999994,0
0,1,10,27,2.2222230000000067,2.2222210000000118,0,-23.9567555,-46.991390499999994,0
0,1,10,28,2.2222209999999976,2.2222210000000118,0,-21.734533499999998,-46.991390499999994,0
0,1,11,28,2.2222209999999976,2.222225999999992,0,-21.734533499999998,-44.769166999999996,0
0,1,12,28,2.2222209999999976,2.2222250000000017,0,-21.734533499999998,-42.5469415,0
0,1,12,27,2.2222230000000067,2.2222250000000017,0,-23.9567555,-42.5469415,0
0,0,11,28,2.2222209999999976,2.222225999999992,0,-21.734533499999998,-44.769166999999996,0
0,1,12,27,2.2222230000000067,2.2222250000000017,0,-23.9567555,-42.5469415,0
0,1,11,27,2.2222230000000067,2.222225999999992,0,-23.9567555,-44.769166999999996,0
0,1,10,27,2.2222230000000067,2.2222210000000118,0,-23.9567555,-46.991390499999994,0
0,1,10,28,2.2222209999999976,2.2222210000000118,0,-21.734533499999998,-46.991390499999994,0
0,1,10,29,2.2222240000000006,2.2222210000000118,0,-19.512310999999997,-46.991390499999994,0
0,1,11,29,2.2222240000000006,2.222225999999992,0,-19.512310999999997,-44.769166999999996,0
0,1,12,29,2.2222240000000006,2.2222250000000017,0,-19.512310999999997,-42.5469415,0
0,1,12,28,2.2222209999999976,2.2222250000000017,0,-21.734533499999998,-42.5469415,0
0,0,11,29,2.2222240000000006,2.222225999999992,0,-19.512310999999997,-44.769166999999996,0
0,1,12,28,2.2222209999999976,2.2222250000000017,0,-21.734533499999998,-42.5469415,0
0,1,11,28,2.2222209999999976,2.222225999999992,0,-21.734533499999998,-44.769166999999996,0
0,1,10,28,2.2222209999999976,2.2222210000000118,0,-21.734533499999998,-46.991390499999994,0
0,1,10,29,2.2222240000000006,2.2222210000000118,0,-19.512310999999997,-46.991390499999994,0
0,1,10,30,2.222220999999994,2.2222210000000118,0,-17.290088500000003,-46.991390499999994,0
0,1,11,30,2.222220999999994,2.222225999999992,0,-17.290088500000003,-44.769166999999996,0
0,1,12,30,2.222220999999994,2.2222250000000017,0,-17.290088500000003,-42.5469415,0
0,1,12,29,2.2222240000000006,2.2222250000000017,0,-19.512310999999997,-42.5469415,0
0,0,11,30,2.222220999999994,2.222225999999992,0,-17.290088500000003,-44.769166999999996,0
0,1,12,29,2.2222240000000006,2.2222250000000017,0,-19.512310999999997,-42.5469415,0
0,1,11,29,2.2222240000000006,2.222225999999992,0,-19.512310999999997,-44.769166999999996,0
0,1,10,29,2.2222240000000006,2.2222210000000118,0,-19.512310999999997,-46.991390499999994,0
0,1,10,30,2.222220999999994,2.2222210000000118,0,-17.290088500000003,-46.991390499999994,0
0,1,10,31,2.222222000000002,2.2222210000000118,0,-15.067867000000003,-46.991390499999994,0
0,1,11,31,2.222222000000002,2.222225999999992,0,-15.067867000000003,-44.769166999999996,0
0,1,12,31,2.222222000000002,2.2222250000000017,0,-15.067867000000003,-42.5469415,0
0,1,12,30,2.222220999999994,2.2222250000000017,0,-17.290088500000003,-42.5469415,0
0,0,11,31,2.222222000000002,2.222225999999992,0,-15.067867000000003,-44.769166999999996,0
0,1,12,30,2.222220999999994,2.2222250000000017,0,-17.290088500000003,-42.5469415,0
0,1,11,30,2.222220999999994,2.222225999999992,0,-17.290088500000003,-44.769166999999996,0
0,1,10,30,2.222220999999994,2.2222210000000118,0,-17.290088500000003,-46.991390499999994,0
0,1,10,31,2.222222000000002,2.2222210000000118,0,-15.067867000000003,-46.991390499999994,0
0,1,10,32,2.222223000000003,2.2222210000000118,0,-12.8456445,-46.991390499999994,0
0,1,11,32,2.222223000000003,2.222225999999992,0,-12.8456445,-44.769166999999996,0
0,1,12,32,2.222223000000003,2.2222250000000017,0,-12.8456445,-42.5469415,0
0,1,12,31,2.222222000000002,2.2222250000000017,0,-15.067867000000003,-42.5469415,0
0,0,11,32,2.222223000000003,2.222225999999992,0,-12.8456445,-44.769166999999996,0
0,1,12,31,2.222222000000002,2.2222250000000017,0,-15.067867000000003,-42.5469415,0
0,1,11,31,2.222222000000002,2.222225999999992,0,-15.067867000000003,-44.769166999999996,0
0,1,10,31,2.222222000000002,2.2222210000000118,0,-15.067867000000003,-46.991390499999994,0
0,1,10,32,2.222223000000003,2.2222210000000118,0,-12.8456445,-46.991390499999994,0
0,1,10,33,2.2222209999999993,2.2222210000000118,0,-10.6234225,-46.991390499999994,0
0,1,11,33,2.2222209999999993,2.222225999999992,0,-10.6234225,-44.769166999999996,0
0,1,12,33,2.2222209999999993,2.2222250000000017,0,-10.6234225,-42.5469415,0
0,1,12,32,2.222223000000003,2.2222250000000017,0,-12.8456445,-42.5469415,0
0,0,11,33,2.2222209999999993,2.222225999999992,0,-10.6234225,-44.769166999999996,0
0,1,12,32,2.222223000000003,2.2222250000000017,0,-12.8456445,-42.5469415,0
0,1,11,32,2.222223000000003,2.222225999999992,0,-12.8456445,-44.769166999999996,0
0,1,10,32,2.222223000000003,2.2222210000000118,0,-12.8456445,-46.991390499999994,0
0,1,10,33,2.2222209999999993,2.2222210000000118,0,-10.6234225,-46.991390499999994,0
0,1,10,34,2.2222219999999995,2.2222210000000118,0,-8.401201,-46.991390499999994,0
0,1,11,34,2.2222219999999995,2.222225999999992,0,-8.401201,-44.769166999999996,0
0,1,12,34,2.2222219999999995,2.2222250000000017,0,-8.401201,-42.5469415,0
0,1,12,33,2.2222209999999993,2.2222250000000017,0,-10.6234225,-42.5469415,0
0,0,11,34,2.2222219999999995,2.222225999999992,0,-8.401201,-44.769166999999996,0
0,1,12,33,2.2222209999999993,2.2222250000000017,0,-10.6234225,-42.5469415,0
0,1,11,33,2.2222209999999993,2.222225999999992,0,-10.6234225,-44.769166999999996,0
0,1,10,33,2.2222209999999993,2.2222210000000118,0,-10.6234225,-46.991390499999994,0
0,1,10,34,2.2222219999999995,2.2222210000000118,0,-8.401201,-46.991390499999994,0
0,1,10,35,2.2222230000000005,2.2222210000000118,0,-6.1789784999999995,-46.991390499999994,0
0,1,11,35,2.2222230000000005,2.222225999999992,0,-6.1789784999999995,-44.769166999999996,0
0,1,12,35,2.2222230000000005,2.2222250000000017,0,-6.1789784999999995,-42.5469415,0
0,1,12,34,2.2222219999999995,2.2222250000000017,0,-8.401201,-42.5469415,0
0,0,11,35,2.2222230000000005,2.222225999999992,0,-6.1789784999999995,-44.769166999999996,0
0,1,12,34,2.2222219999999995,2.2222250000000017,0,-8.401201,-42.5469415,0
0,1,11,34,2.2222219999999995,2.222225999999992,0,-8.401201,-44.769166999999996,0
0,1,10,34,2.2222219999999995,2.2222210000000118,0,-8.401201,-46.991390499999994,0
0,1,10,35,2.2222230000000005,2.2222210000000118,0,-6.1789784999999995,-46.991390499999994,0
0,1,10,36,2.2222210000000002,2.2222210000000118,0,-3.9567564999999996,-46.991390499999994,0
0,1,11,36,2.2222210000000002,2.222225999999992,0,-3.9567564999999996,-44.769166999999996,0
0,1,12,36,2.2222210000000002,2.2222250000000017,0,-3.9567564999999996,-42.5469415,0
0,1,12,35,2.2222230000000005,2.2222250000000017,0,-6.1789784999999995,-42.5469415,0
0,0,11,36,2.2222210000000002,2.222225999999992,0,-3.9567564999999996,-44.769166999999996,0
0,1,12,35,2.2222230000000005,2.2222250000000017,0,-6.1789784999999995,-42.5469415,0
0,1,11,35,2.2222230000000005,2.222225999999992,0,-6.1789784999999995,-44.769166999999996,0
0,1,10,35,2.2222230000000005,2.2222210000000118,0,-6.1789784999999995,-46.991390499999994,0
0,1,10,36,2.2222210000000002,2.2222210000000118,0,-3.9567564999999996,-46.991390499999994,0
0,1,10,37,2.2222219999999995,2.2222210000000118,0,-1.7345349999999997,-46.991390499999994,0
0,1,11,37,2.2222219999999995,2.222225999999992,0,-1.7345349999999997,-44.769166999999996,0
0,1,12,37,2.2222219999999995,2.2222250000000017,0,-1.7345349999999997,-42.5469415,0
0,1,12,36,2.2222210000000002,2.2222250000000017,0,-3.9567564999999996,-42.5469415,0
0,0,11,37,2.2222219999999995,2.222225999999992,0,-1.7345349999999997,-44.769166999999996,0
0,1,12,36,2.2222210000000002,2.2222250000000017,0,-3.9567564999999996,-42.5469415,0
0,1,11,36,2.2222210000000002,2.222225999999992,0,-3.9567564999999996,-44.769166999999996,0
0,1,10,36,2.2222210000000002,2.2222210000000118,0,-3.9567564999999996,-46.991390499999994,0
0,1,10,37,2.2222219999999995,2.2222210000000118,0,-1.7345349999999997,-46.991390499999994,0
0,1,10,38,2.222223,2.2222210000000118,0,0.4876874999999999,-46.991390499999994,0
0,1,11,38,2.222223,2.222225999999992,0,0.4876874999999999,-44.769166999999996,0
0,1,12,38,2.222223,2.2222250000000017,0,0.4876874999999999,-42.5469415,0
0,1,12,37,2.2222219999999995,2.2222250000000017,0,-1.7345349999999997,-42.5469415,0
0,0,11,38,2.222223,2.222225999999992,0,0.4876874999999999,-44.769166999999996,0
0,1,12,37,2.2222219999999995,2.2222250000000017,0,-1.7345349999999997,-42.5469415,0
0,1,11,37,2.2222219999999995,2.222225999999992,0,-1.7345349999999997,-44.769166999999996,0
0,1,10,37,2.2222219999999995,2.2222210000000118,0,-1.7345349999999997,-46.991390499999994,0
0,1,10,38,2.222223,2.2222210000000118,0,0.4876874999999999,-46.991390499999994,0
0,1,10,39,2.2222210000000002,2.2222210000000118,0,2.7099094999999997,-46.991390499999994,0
0,1,11,39,2.2222210000000002,2.222225999999992,0,2.7099094999999997,-44.769166999999996,0
0,1,12,39,2.2222210000000002,2.2222250000000017,0,2.7099094999999997,-42.5469415,0
0,1,12,38,2.222223,2.2222250000000017,0,0.4876874999999999,-42.5469415,0
0,0,11,39,2.2222210000000002,2.222225999999992,0,2.7099094999999997,-44.769166999999996,0
0,1,12,38,2.222223,2.2222250000000017,0,0.4876874999999999,-42.5469415,0
0,1,11,38,2.222223,2.222225999999992,0,0.4876874999999999,-44.769166999999996,0
0,1,10,38,2.222223,2.2222210000000118,0,0.4876874999999999,-46.991390499999994,0
0,1,10,39,2.2222210000000002,2.2222210000000118,0,2.7099094999999997,-46.991390499999994,0
0,1,10,40,2.2222230000000014,2.2222210000000118,0,4.932131500000001,-46.991390499999994,0
0,1,11,40,2.2222230000000014,2.222225999999992,0,4.932131500000001,-44.769166999999996,0
0,1,12,40,2.2222230000000014,2.2222250000000017,0,4.932131500000001,-42.5469415,0
0,1,12,39,2.2222210000000002,2.2222250000000017,0,2.7099094999999997,-42.5469415,0
0,0,11,40,2.2222230000000014,2.222225999999992,0,4.932131500000001,-44.769166999999996,0
0,1,12,39,2.2222210000000002,2.2222250000000017,0,2.7099094999999997,-42.5469415,0
0,1,11,39,2.2222210000000002,2.222225999999992,0,2.7099094999999997,-44.769166999999996,0
0,1,10,39,2.2222210000000002,2.2222210000000118,0,2.7099094999999997,-46.991390499999994,0
0,1,10,40,2.2222230000000014,2.2222210000000118,0,4.932131500000001,-46.991390499999994,0
0,1,10,41,2.2222219999999995,2.2222210000000118,0,7.154354000000001,-46.991390499999994,0
0,1,11,41,2.2222219999999995,2.222225999999992,0,7.154354000000001,-44.769166999999996,0
0,1,12,41,2.2222219999999995,2.2222250000000017,0,7.154354000000001,-42.5469415,0
0,1,12,40,2.2222230000000014,2.2222250000000017,0,4.932131500000001,-42.5469415,0
0,0,11,41,2.2222219999999995,2.222225999999992,0,7.154354000000001,-44.769166999999996,0
0,1,12,40,2.2222230000000014,2.2222250000000017,0,4.932131500000001,-42.5469415,0
0,1,11,40,2.2222230000000014,2.222225999999992,0,4.932131500000001,-44.769166999999996,0
0,1,10,40,2.2222230000000014,2.2222210000000118,0,4.932131500000001,-46.991390499999994,0
0,1,10,41,2.2222219999999995,2.2222210000000118,0,7.154354000000001,-46.991390499999994,0
0,1,10,42,2.222221000000001,2.2222210000000118,0,9.376575500000001,-46.991390499999994,0
0,1,11,42,2.222221000000001,2.222225999999992,0,9.376575500000001,-44.769166999999996,0
0,1,12,42,2.222221000000001,2.2222250000000017,0,9.376575500000001,-42.5469415,0
0,1,12,41,2.2222219999999995,2.2222250000000017,0,7.154354000000001,-42.5469415,0
0,0,11,42,2.222221000000001,2.222225999999992,0,9.376575500000001,-44.769166999999996,0
0,1,12,41,2.2222219999999995,2.2222250000000017,0,7.154354000000001,-42.5469415,0
0,1,11,41,2.2222219999999995,2.222225999999992,0,7.154354000000001,-44.769166999999996,0
0,1,10,41,2.2222219999999995,2.2222210000000118,0,7.154354000000001,-46.991390499999994,0
0,1,10,42,2.222221000000001,2.2222210000000118,0,9.376575500000001,-46.991390499999994,0
0,1,10,43,2.222222999999998,2.2222210000000118,0,11.5987975,-46.991390499999994,0
0,1,11,43,2.222222999999998,2.222225999999992,0,11.5987975,-44.769166999999996,0
0,1,12,43,2.222222999999998,2.2222250000000017,0,11.5987975,-42.5469415,0
0,1,12,42,2.222221000000001,2.2222250000000017,0,9.376575500000001,-42.5469415,0
0,0,11,43,2.222222999999998,2.222225999999992,0,11.5987975,-44.769166999999996,0
0,1,12,42,2.222221000000001,2.2222250000000017,0,9.376575500000001,-42.5469415,0
0,1,11,42,2.222221000000001,2.222225999999992,0,9.376575500000001,-44.769166999999996,0
0,1,10,42,2.222221000000001,2.2222210000000118,0,9.376575500000001,-46.991390499999994,0
0,1,10,43,2.222222999999998,2.2222210000000118,0,11.5987975,-46.991390499999994,0
0,1,10,44,2.2222220000000004,2.2222210000000118,0,13.82102,-46.991390499999994,0
0,1,11,44,2.2222220000000004,2.222225999999992,0,13.82102,-44.769166999999996,0
0,1,12,44,2.2222220000000004,2.2222250000000017,0,13.82102,-42.5469415,0
0,1,12,43,2.222222999999998,2.2222250000000017,0,11.5987975,-42.5469415,0
0,0,11,44,2.2222220000000004,2.222225999999992,0,13.82102,-44.769166999999996,0
0,1,12,43,2.222222999999998,2.2222250000000017,0,11.5987975,-42.5469415,0
0,1,11,43,2.222222999999998,2.222225999999992,0,11.5987975,-44.769166999999996,0
0,1,10,43,2.222222999999998,2.2222210000000118,0,11.5987975,-46.991390499999994,0
0,1,10,44,2.2222220000000004,2.2222210000000118,0,13.82102,-46.991390499999994,0
0,1,10,45,2.222223000000005,2.2222210000000118,0,16.0432425,-46.991390499999994,0
0,1,11,45,2.222223000000005,2.222225999999992,0,16.0432425,-44.769166999999996,0
0,1,12,45,2.222223000000005,2.2222250000000017,0,16.0432425,-42.5469415,0
0,1,12,44,2.2222220000000004,2.2222250000000017,0,13.82102,-42.5469415,0
0,0,11,45,2.222223000000005,2.222225999999992,0,16.0432425,-44.769166999999996,0
0,1,12,44,2.2222220000000004,2.2222250000000017,0,13.82102,-42.5469415,0
0,1,11,44,2.2222220000000004,2.222225999999992,0,13.82102,-44.769166999999996,0
0,1,10,44,2.2222220000000004,2.2222210000000118,0,13.82102,-46.991390499999994,0
0,1,10,45,2.222223000000005,2.2222210000000118,0,16.0432425,-46.991390499999994,0
0,1,10,46,2.2222209999999976,2.2222210000000118,0,18.265464500000004,-46.991390499999994,0
0,1,11,46,2.2222209999999976,2.222225999999992,0,18.265464500000004,-44.769166999999996,0
0,1,12,46,2.2222209999999976,2.2222250000000017,0,18.265464500000004,-42.5469415,0
0,1,12,45,2.222223000000005,2.2222250000000017,0,16.0432425,-42.5469415,0
0,0,11,46,2.2222209999999976,2.222225999999992,0,18.265464500000004,-44.769166999999996,0
0,1,12,45,2.222223000000005,2.2222250000000017,0,16.0432425,-42.5469415,0
0,1,11,45,2.222223000000005,2.222225999999992,0,16.0432425,-44.769166999999996,0
0,1,10,45,2.222223000000005,2.2222210000000118,0,16.0432425,-46.991390499999994,0
0,1,10,46,2.2222209999999976,2.2222210000000118,0,18.265464500000004,-46.991390499999994,0
0,1,10,47,2.2222289999999987,2.2222210000000118,0,20.487689500000002,-46.991390499999994,0
0,1,11,47,2.2222289999999987,2.222225999999992,0,20.487689500000002,-44.769166999999996,0
0,1,12,47,2.2222289999999987,2.2222250000000017,0,20.487689500000002,-42.5469415,0
0,1,12,46,2.2222209999999976,2.2222250000000017,0,18.265464500000004,-42.5469415,0
0,0,11,47,2.2222289999999987,2.222225999999992,0,20.487689500000002,-44.769166999999996,0
0,1,12,46,2.2222209999999976,2.2222250000000017,0,18.265464500000004,-42.5469415,0
0,1,11,46,2.2222209999999976,2.222225999999992,0,18.265464500000004,-44.769166999999996,0
0,1,10,46,2.2222209999999976,2.2222210000000118,0,18.265464500000004,-46.991390499999994,0
0,1,10,47,2.2222289999999987,2.2222210000000118,0,20.487689500000002,-46.991390499999994,0
0,1,10,48,2.222225999999999,2.2222210000000118,0,22.709917,-46.991390499999994,0
0,1,11,48,2.222225999999999,2.222225999999992,0,22.709917,-44.769166999999996,0
0,1,12,48,2.222225999999999,2.2222250000000017,0,22.709917,-42.5469415,0
0,1,12,47,2.2222289999999987,2.2222250000000017,0,20.487689500000002,-42.5469415,0
0,0,11,48,2.222225999999999,2.222225999999992,0,22.709917,-44.769166999999996,0
0,1,12,47,2.2222289999999987,2.2222250000000017,0,20.487689500000002,-42.5469415,0
0,1,11,47,2.2222289999999987,2.222225999999992,0,20.487689500000002,-44.769166999999996,0
0,1,10,47,2.2222289999999987,2.2222210000000118,0,20.487689500000002,-46.991390499999994,0
0,1,10,48,2.222225999999999,2.2222210000000118,0,22.709917,-46.991390499999994,0
0,1,10,49,2.222221000000001,2.2222210000000118,0,24.932140500000003,-46.991390499999994,0
0,1,11,49,2.222221000000001,2.222225999999992,0,24.932140500000003,-44.769166999999996,0
0,1,12,49,2.222221000000001,2.2222250000000017,0,24.932140500000003,-42.5469415,0
0,1,12,48,2.222225999999999,2.2222250000000017,0,22.709917,-42.5469415,0
0,0,11,49,2.222221000000001,2.222225999999992,0,24.932140500000003,-44.769166999999996,0
0,1,12,48,2.222225999999999,2.2222250000000017,0,22.709917,-42.5469415,0
0,1,11,48,2.222225999999999,2.222225999999992,0,22.709917,-44.769166999999996,0
0,1,10,48,2.222225999999999,2.2222210000000118,0,22.709917,-46.991390499999994,0
0,1,10,49,2.222221000000001,2.2222210000000118,0,24.932140500000003,-46.991390499999994,0
0,1,10,50,2.222220999999994,2.2222210000000118,0,27.1543615,-46.991390499999994,0
0,1,11,50,2.222220999999994,2.222225999999992,0,27.1543615,-44.769166999999996,0
0,1,12,50,2.222220999999994,2.2222250000000017,0,27.1543615,-42.5469415,0
0,1,12,49,2.222221000000001,2.2222250000000017,0,24.932140500000003,-42.5469415,0
0,0,11,50,2.222220999999994,2.222225999999992,0,27.1543615,-44.769166999999996,0
0,1,12,49,2.222221000000001,2.2222250000000017,0,24.932140500000003,-42.5469415,0
0,1,11,49,2.222221000000001,2.222225999999992,0,24.932140500000003,-44.769166999999996,0
0,1,10,49,2.222221000000001,2.2222210000000118,0,24.932140500000003,-46.991390499999994,0
0,1,10,50,2.222220999999994,2.2222210000000118,0,27.1543615,-46.991390499999994,0
0,1,10,51,2.222222000000002,2.2222210000000118,0,29.376582999999997,-46.991390499999994,0
0,1,11,51,2.222222000000002,2.222225999999992,0,29.376582999999997,-44.769166999999996,0
0,1,12,51,2.222222000000002,2.2222250000000017,0,29.376582999999997,-42.5469415,0
0,1,12,50,2.222220999999994,2.2222250000000017,0,27.1543615,-42.5469415,0
0,0,11,51,2.222222000000002,2.222225999999992,0,29.376582999999997,-44.769166999999996,0
0,1,12,50,2.222220999999994,2.2222250000000017,0,27.1543615,-42.5469415,0
0,1,11,50,2.222220999999994,2.222225999999992,0,27.1543615,-44.769166999999996,0
0,1,10,50,2.222220999999994,2.2222210000000118,0,27.1543615,-46.991390499999994,0
0,1,10,51,2.222222000000002,2.2222210000000118,0,29.376582999999997,-46.991390499999994,0
0,1,10,52,2.2222210000000118,2.2222210000000118,0,31.598804500000004,-46.991390499999994,0
0,1,11,52,2.2222210000000118,2.222225999999992,0,31.598804500000004,-44.769166999999996,0
0,1,12,52,2.2222210000000118,2.2222250000000017,0,31.598804500000004,-42.5469415,0
0,1,12,51,2.222222000000002,2.2222250000000017,0,29.376582999999997,-42.5469415,0
0,0,11,52,2.2222210000000118,2.222225999999992,0,31.598804500000004,-44.769166999999996,0
0,1,12,51,2.222222000000002,2.2222250000000017,0,29.376582999999997,-42.5469415,0
0,1,11,51,2.222222000000002,2.222225999999992,0,29.376582999999997,-44.769166999999996,0
0,1,10,51,2.222222000000002,2.2222210000000118,0,29.376582999999997,-46.991390499999994,0
0,1,10,52,2.2222210000000118,2.2222210000000118,0,31.598804500000004,-46.991390499999994,0
0,1,10,53,2.222221999999995,2.2222210000000118,0,33.821026,-46.991390499999994,0
0,1,11,53,2.222221999999995,2.222225999999992,0,33.821026,-44.769166999999996,0
0,1,12,53,2.222221999999995,2.2222250000000017,0,33.821026,-42.5469415,0
0,1,12,52,2.2222210000000118,2.2222250000000017,0,31.598804500000004,-42.5469415,0
0,0,11,53,2.222221999999995,2.222225999999992,0,33.821026,-44.769166999999996,0
0,1,12,52,2.2222210000000118,2.2222250000000017,0,31.598804500000004,-42.5469415,0
0,1,11,52,2.2222210000000118,2.222225999999992,0,31.598804500000004,-44.769166999999996,0
0,1,10,52,2.2222210000000118,2.2222210000000118,0,31.598804500000004,-46.991390499999994,0
0,1,10,53,2.222221999999995,2.2222210000000118,0,33.821026,-46.991390499999994,0
0,1,10,54,2.2222249999999946,2.2222210000000118,0,36.0432495,-46.991390499999994,0
0,1,11,54,2.2222249999999946,2.222225999999992,0,36.0432495,-44.769166999999996,0
0,1,12,54,2.2222249999999946,2.2222250000000017,0,36.0432495,-42.5469415,0
0,1,12,53,2.222221999999995,2.2222250000000017,0,33.821026,-42.5469415,0
0,0,11,54,2.2222249999999946,2.222225999999992,0,36.0432495,-44.769166999999996,0
0,1,12,53,2.222221999999995,2.2222250000000017,0,33.821026,-42.5469415,0
0,1,11,53,2.222221999999995,2.222225999999992,0,33.821026,-44.769166999999996,0
0,1,10,53,2.222221999999995,2.2222210000000118,0,33.821026,-46.991390499999994,0
0,1,10,54,2.2222249999999946,2.2222210000000118,0,36.0432495,-46.991390499999994,0
0,1,10,55,2.2222209999999976,2.2222210000000118,0,38.2654725,-46.991390499999994,0
0,1,11,55,2.2222209999999976,2.222225999999992,0,38.2654725,-44.769166999999996,0
0,1,12,55,2.2222209999999976,2.2222250000000017,0,38.2654725,-42.5469415,0
0,1,12,54,2.2222249999999946,2.2222250000000017,0,36.0432495,-42.5469415,0
0,0,11,55,2.2222209999999976,2.222225999999992,0,38.2654725,-44.769166999999996,0
0,1,12,54,2.2222249999999946,2.2222250000000017,0,36.0432495,-42.5469415,0
0,1,11,54,2.2222249999999946,2.222225999999992,0,36.0432495,-44.769166999999996,0
0,1,10,54,2.2222249999999946,2.2222210000000118,0,36.0432495,-46.991390499999994,0
0,1,10,55,2.2222209999999976,2.2222210000000118,0,38.2654725,-46.991390499999994,0
0,1,10,56,2.2222210000000047,2.2222210000000118,0,40.4876935,-46.991390499999994,0
0,1,11,56,2.2222210000000047,2.222225999999992,0,40.4876935,-44.769166999999996,0
0,1,12,56,2.2222210000000047,2.2222250000000017,0,40.4876935,-42.5469415,0
0,1,12,55,2.2222209999999976,2.2222250000000017,0,38.2654725,-42.5469415,0
0,0,11,56,2.2222210000000047,2.222225999999992,0,40.4876935,-44.769166999999996,0
